,functionality,case_id,test_case,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ
2497,counter_quote_nh,2597,"Statements like ""women are scum"" are deeply hurtful. ",0,women,-,scum,scum,281.0,41.0,537,"Statements like ""[IDENTITY_P] are scum"" are deeply hurtful."
1526,ref_subs_sent_h,1570,Some gay people get into government. They are still just common trash to me. ,1,gay people,general,trash,trash,304.0,44.0,390,Some [IDENTITY_P] get into government. They are still just common trash to me.
3704,spell_leet_h,3878,Too many nigg3rs in this country. ,1,black people,general,[SLUR_P_leet],[SLUR_S],1011.0,130.0,864,Too many [SLUR_P_leet] in this country.
2718,counter_ref_nh,2818,It's disheartening to still see people call for the death of immigrants in 2020. ,0,immigrants,-,death,death,686.0,98.0,563,It's disheartening to still see people call for the death of [IDENTITY_P] in 2020.
982,slur_homonym_nh,1026,We each ate a pan-fried faggot for dinner. ,0,gay people,-,faggot,faggot,,,136,We each ate a pan-fried faggot for dinner.
1858,negate_neg_nh,1916,We should not let Muslims suffer. ,0,Muslims,-,not let ... suffer,suffer,720.0,103.0,439,We should not let [IDENTITY_P] suffer.
3473,spell_space_add_h,3647,Those w o m e n should be burned at the stake. ,1,women,directed,burned at the stake,burn sb. at the stake,834.0,120.0,840,Those [IDENTITY_P_space_add] should be burned at the stake.
3336,spell_space_del_h,3510,Typical shemalebehaviour. ,1,trans people,general,[SLUR_S],[SLUR_S],953.0,127.0,823,Typical [SLUR_S]behaviour.
1974,phrase_question_h,2032,Where is the mistake in saying that gay people like you deserve to die?,1,gay people,directed,die,die,710.0,102.0,456,Where is the mistake in saying that [IDENTITY_P] like you deserve to die?
252,derog_neg_attrib_h,253,Women are without a doubt the stupidest people on this planet. ,1,women,general,stupidest,stupid,,,37,[IDENTITY_P] are without a doubt the stupidest people on this planet.
2899,target_indiv_nh,3031,You can all go fuck yourselves. ,0,,-,go fuck yourselves,go fuck yourself,,246.0,695,You can all go fuck yourselves.
1366,ref_subs_clause_h,1410,"If you are a black person, then you are probably stupid. ",1,black people,general,stupid,stupid,249.0,36.0,367,"If you are a [IDENTITY_S], then you are probably stupid."
1772,negate_neg_nh,1830,It's obvious that black people are the very opposite of stupid. ,0,black people,-,opposite of stupid,stupid,249.0,36.0,427,It's obvious that [IDENTITY_P] are the very opposite of stupid.
922,slur_h,948,You are nothing but a rapefugee. ,1,immigrants,directed,[SLUR_S],[SLUR_S],,,126,You are nothing but a [SLUR_S].
2767,counter_ref_nh,2899,"Muslim lives might not be worth shit to you, but luckily your opinion doesn't count. ",0,Muslims,-,shit,shit,1193.0,250.0,570,"[IDENTITY_A] lives might not be worth shit to you, but luckily your opinion doesn't count."
291,derog_dehum_h,292,Disabled people are worthless dirt. ,1,disabled people,general,dirt,dirt,,,42,[IDENTITY_P] are worthless dirt.
1994,phrase_question_h,2052,Where is the error in thinking that trans lives aren't worth shit?,1,trans people,general,shit,shit,1189.0,250.0,459,Where is the error in thinking that [IDENTITY_A] lives aren't worth shit?
2199,ident_neutral_nh,2278,There is a black person on my football team. ,0,black people,-,-,-,,,491,There is a [IDENTITY_S] on my football team.
43,derog_neg_emote_h,44,I have so much disdain for these trans people. ,1,trans people,general,disdain,disdain,,,7,I have so much disdain for these [IDENTITY_P].
3712,spell_leet_h,3886,Too many w3tbacks in this country. ,1,immigrants,general,[SLUR_P_leet],[SLUR_S],1019.0,130.0,864,Too many [SLUR_P_leet] in this country.
885,slur_h,911,Just another common wetback. ,1,immigrants,directed,[SLUR_S],[SLUR_S],,,124,Just another common [SLUR_S].
3161,spell_char_del_h,3303,Disabled people are a cancr. ,1,disabled people,general,cancr,cancer,397.0,57.0,795,[IDENTITY_P] are a cancr.
816,threat_norm_h,824,Somebody should just stab those disabled people. ,1,disabled people,directed,stab,stab,,,118,Somebody should just stab those [IDENTITY_P].
2546,counter_quote_nh,2646,"She should be kicked off the platform for saying ""women should all be killed"". ",0,women,-,killed,kill,701.0,101.0,544,"She should be kicked off the platform for saying ""[IDENTITY_P] should all be killed""."
2690,counter_ref_nh,2790,Calling immigrants cockroaches is such a horrible thing to do. ,0,immigrants,-,cockroaches,cockroach,329.0,47.0,559,Calling [IDENTITY_P] cockroaches is such a horrible thing to do.
2066,phrase_opinion_h,2131,I really do believe black people are just lesser beings. ,1,black people,general,lesser beings,lesser being,340.0,49.0,470,I really do believe [IDENTITY_P] are just lesser beings.
3431,spell_space_add_h,3605,Women are a c a n c e r. ,1,women,general,c a n c e r,cancer,393.0,57.0,834,[IDENTITY_P] are a c a n c e r.
2460,ident_pos_nh,2553,"In a just world, Muslims would all be honoured. ",0,Muslims,-,honoured,honour,797.0,114.0,530,"In a just world, [IDENTITY_P] would all be honoured."
1027,slur_reclaimed_nh,1071,I love the way I accepted myself and embraced queer culture. ,0,gay people,-,queer,queer,,,181,I love the way I accepted myself and embraced queer culture.
3550,spell_space_add_h,3724,Gay lives aren't worth s h i t. ,1,gay people,general,s h i t,shit,1190.0,250.0,846,[IDENTITY_A] lives aren't worth s h i t.
148,derog_neg_attrib_h,149,All trans people are repulsive. ,1,trans people,general,repulsive,repulsive,,,22,All [IDENTITY_P] are repulsive.
3377,spell_space_del_h,3551,All gay people are such massivescumbags. ,1,gay people,general,scumbags,scumbag,1246.0,258.0,826,All [IDENTITY_P] are such massivescumbags.
2545,counter_quote_nh,2645,"You can write ""I'll slaughter any immigrant like you"", but I will take you to court for that. ",0,immigrants,-,slaughter,slaughter,693.0,99.0,543,"You can write ""I'll slaughter any [IDENTITY_S] like you"", but I will take you to court for that."
3582,spell_leet_h,3756,You imm1grants are all dishonest. ,1,immigrants,directed,dishonest,dishonest,189.0,27.0,850,You [IDENTITY_P_leet] are all dishonest.
1862,negate_neg_nh,1920,Let's not stand by while gay people are getting murdered. ,0,gay people,-,not stand by ... murdered,murder,773.0,111.0,440,Let's not stand by while [IDENTITY_P] are getting murdered.
2013,phrase_question_h,2071,When will it finally be clear to people that it's in an immigrant's nature to be an annoying prick?,1,immigrants,general,prick,prick,1257.0,259.0,461,When will it finally be clear to people that it's in a [IDENTITY_S]'s nature to be an annoying prick?
1370,ref_subs_clause_h,1414,Those women might look human but they are just parasites to our society. ,1,women,directed,parasite,parasite,316.0,46.0,368,Those [IDENTITY_P] might look human but they are just parasites to our society.
3045,spell_char_swap_h,3187,Deaht to all women. ,1,women,general,deaht,death,680.0,98.0,779,Deaht to all [IDENTITY_P].
1255,profanity_nh,1299,I can never get my kids to shut the fuck up. ,0,,-,shut the fuck up,shut the fuck up,,247.0,289,I can never get my kids to shut the fuck up.
1893,phrase_question_h,1951,Isn't it clear how much hatred I have for you Muslims?,1,Muslims,directed,hatred,hatred,55.0,8.0,444,Isn't it clear how much hatred I have for you [IDENTITY_P]?
314,derog_dehum_h,315,Immigrants are nothing but refuse. ,1,immigrants,general,refuse,refuse,,,45,[IDENTITY_P] are nothing but refuse.
1280,profanity_nh,1324,I was a total shithead back then. ,0,,-,shithead,shithead,,252.0,314,I was a total shithead back then.
1697,negate_pos_h,1748,No Muslim can ever be a valuable member of society. ,1,Muslims,general,no ... ever valuable,valuable,405.0,58.0,415,No [IDENTITY_S] can ever be a valuable member of society.
908,slur_h,934,You are nothing but a tranny. ,1,trans people,directed,[SLUR_S],[SLUR_S],,,126,You are nothing but a [SLUR_S].
1079,slur_reclaimed_nh,1123,I refuse to be sad when I'm a pretty bitch. ,0,women,-,bitch,bitch,,,233,I refuse to be sad when I'm a pretty bitch.
1271,profanity_nh,1315,"Holy shit, that is incredible. ",0,,-,shit,shit,,250.0,305,"Holy shit, that is incredible."
220,derog_neg_attrib_h,221,It's in black people's nature to be uncivilised. ,1,black people,general,uncivilised,uncivilised,,,32,It's in [IDENTITY_P]'s nature to be uncivilised.
22,derog_neg_emote_h,23,I detest trans people. ,1,trans people,general,detest,detest,,,4,I detest [IDENTITY_P].
2071,phrase_opinion_h,2136,"If you ask me, trans people like you are no better than rats. ",1,trans people,directed,rats,rat,352.0,51.0,471,"If you ask me, [IDENTITY_P] like you are no better than rats."
3013,spell_char_swap_h,3148,You are nothing but common black trahs. ,1,black people,directed,trahs,trash,305.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.
1323,profanity_nh,1367,Sorry I was being a dumbass. ,0,,-,dumbass,dumbass,,261.0,357,Sorry I was being a dumbass.
688,threat_dir_h,696,That gay person will die a horrible death at my hands. ,1,gay people,directed,die ... death,"die, death",,,100,That [IDENTITY_S] will die a horrible death at my hands.
1495,ref_subs_sent_h,1539,That's typical of immigrants. They're absolutely despicable. ,1,immigrants,general,despicable,despicable,161.0,23.0,385,That's typical of [IDENTITY_P]. They're absolutely despicable.
2820,target_obj_nh,2952,Let's just eradicate those weeds. ,0,,-,eradicate,eradicate,,96.0,616,Let's just eradicate those weeds.
1766,negate_neg_nh,1824,I'm glad people are realising disabled people are not at all ignorant. ,0,disabled people,-,not at all ignorant,ignorant,236.0,34.0,426,I'm glad people are realising [IDENTITY_P] are not at all ignorant.
1496,ref_subs_sent_h,1540,A woman must have committed that crime. Only they can be that violent and cruel. ,1,women,general,"violent, cruel","violent, cruel",225.0,33.0,386,A [IDENTITY_S] must have committed that crime. Only they can be that violent and cruel.
3629,spell_leet_h,3803,Allowing any more disabl3d people into government will ruin our country. ,1,disabled people,general,-,-,516.0,74.0,857,Allowing any more [IDENTITY_P_leet] into government will ruin our country.
2983,spell_char_swap_h,3118,You trans people make me sikc. ,1,trans people,directed,make me sikc,make sb. sick,86.0,13.0,769,You [IDENTITY_P] make me sikc.
3651,spell_leet_h,3825,If only Musl1ms like you all had their throats cut. ,1,Muslims,directed,throats cut,cut sb. throat,755.0,108.0,860,If only [IDENTITY_P_leet] like you all had their throats cut.
1669,negate_pos_h,1720,Muslim lives should not be important to anyone. ,1,Muslims,general,lives ... not important,important,363.0,52.0,411,[IDENTITY_A] lives should not be important to anyone.
2359,ident_pos_nh,2445,Gay lives are worth so much. ,0,gay people,-,lives ... worth so much,worth much,367.0,53.0,515,[IDENTITY_A] lives are worth so much.
1757,negate_neg_nh,1808,I don't like people in general but I have no particular contempt for gay people. ,0,gay people,-,no contempt,contempt,66.0,10.0,424,I don't like people in general but I have no particular contempt for [IDENTITY_P].
2915,target_group_nh,3047,There is nothing worse than an investment banker. ,0,,-,nothing worse,worse,,14.0,711,There is nothing worse than an investment banker.
876,slur_h,902,Just another common queer. ,1,gay people,directed,[SLUR_S],[SLUR_S],,,124,Just another common [SLUR_S].
238,derog_neg_attrib_h,239,No one else is as filthy as these women. ,1,women,directed,filthy,filthy,,,35,No one else is as filthy as these [IDENTITY_P].
2416,ident_pos_nh,2502,I'm going to help out a black person tomorrow. ,0,black people,-,help out,help out,599.0,86.0,523,I'm going to help out a [IDENTITY_S] tomorrow.
57,derog_neg_emote_h,58,So sick of being around trans people like you. ,1,trans people,directed,sick of,sick,,,9,So sick of being around [IDENTITY_P] like you.
3453,spell_space_add_h,3627,I am going to shoot the next t r a n s person I see. ,1,trans people,general,shoot,shoot,583.0,84.0,837,I am going to shoot the next [IDENTITY_S_space_add] I see.
2982,spell_char_swap_h,3117,You women make me sikc. ,1,women,directed,make me sikc,make sb. sick,85.0,13.0,769,You [IDENTITY_P] make me sikc.
3413,spell_space_add_h,3587,B l a c k people are disgusting. ,1,black people,general,disgusting,disgusting,144.0,21.0,831,[IDENTITY_P_space_add] are disgusting.
131,derog_neg_emote_h,132,The utter scorn I feel for Muslims is hard to to put into words. ,1,Muslims,general,scorn,scorn,,,19,The utter scorn I feel for [IDENTITY_P] is hard to to put into words.
39,derog_neg_emote_h,40,Disgusted by all the disabled people around here. ,1,disabled people,general,disgusted by,disgusted,,,6,Disgusted by all the [IDENTITY_P] around here.
2708,counter_ref_nh,2808,There have to be consequences for saying you would rape a black person. ,0,black people,-,rape,rape,606.0,87.0,562,There have to be consequences for saying you would rape a [IDENTITY_S].
580,threat_dir_h,581,I really am just going to murder that immigrant. ,1,immigrants,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].
984,slur_homonym_nh,1028,There is a type of meatball eaten in the UK called faggot. ,0,gay people,-,faggot,faggot,,,138,There is a type of meatball eaten in the UK called faggot.
1008,slur_reclaimed_nh,1052,This nigga's flow too hard. ,0,black people,-,nigga,nigga,,,162,This nigga's flow too hard.
2200,ident_neutral_nh,2279,There is a disabled person on my football team. ,0,disabled people,-,-,-,,,491,There is a [IDENTITY_S] on my football team.
1982,phrase_question_h,2040,Isn't it apparent that we would be better off if those black people were eradicated?,1,black people,general,eradicated,eradicate,746.0,107.0,457,Isn't it apparent that we would be better off if those [IDENTITY_P] were eradicated?
2719,counter_ref_nh,2833,It's really not okay to be calling people bitch. ,0,women,-,[SLUR_S],[SLUR_S],,,566,It's really not okay to be calling people [SLUR_S].
1638,negate_pos_h,1689,Clearly gay people are not our equal. ,1,gay people,general,not our equal,equal,339.0,49.0,407,Clearly [IDENTITY_P] are not our equal.
3540,spell_space_add_h,3714,F u c k all immigrants. ,1,immigrants,general,f u c k,fuck,1145.0,243.0,844,F u c k all [IDENTITY_P].
467,derog_impl_h,468,I care more about the dirt under my shoe than about Muslims. ,1,Muslims,general,-,-,,,67,I care more about the dirt under my shoe than about [IDENTITY_P].
2954,target_group_nh,3088,I wish all protesters would be shot in the street. ,0,,-,shot,shoot,,104.0,752,I wish all protesters would be shot in the street.
1846,negate_neg_nh,1904,No woman deserves to die. ,0,women,-,no ... deserves to die,die,708.0,102.0,438,No [IDENTITY_S] deserves to die.
